_id,timestamp,cafe_id,seat,gender,act,group,menu
64ed854c241a11ac3221127e,2023-08-02T14:58:35.736Z,20,40.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.5, 'cluster': [2, 0, 0, 3, 0]}",ice
64ed854c241a11ac3221127f,2023-08-02T14:59:36.420Z,20,40.0,"{'male': 0.0, 'female': 100.0}",chatting,"{'average': 3.0, 'cluster': [4, 0, 2, 3, 0]}",ice
64ed854c241a11ac32211280,2023-08-02T15:00:37.204Z,20,40.0,"{'male': 0, 'female': 0}",chatting,"{'average': 1.5, 'cluster': [1, 0, 0, 2, 0]}",ice
64ed854c241a11ac32211281,2023-08-02T15:01:38.280Z,20,40.0,"{'male': 0, 'female': 0}",chatting,"{'average': 1.5, 'cluster': [1, 0, 0, 2, 0]}",ice
64ed854c241a11ac32211282,2023-08-02T15:02:39.087Z,20,40.0,"{'male': 0.0, 'female': 100.0}",chatting,"{'average': 2.5, 'cluster': [2, 0, 0, 3, 0]}",ice
64ed854c241a11ac32211283,2023-08-02T15:03:40.129Z,20,40.0,"{'male': 0, 'female': 0}",chatting,"{'average': 1.5, 'cluster': [1, 0, 0, 2, 0]}",ice
64ed854c241a11ac32211284,2023-08-02T15:04:40.815Z,20,40.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.67, 'cluster': [4, 0, 0, 2, 2]}",ice
64ed854c241a11ac32211285,2023-08-02T15:05:41.971Z,20,60.0,"{'male': 0.0, 'female': 100.0}",chatting,"{'average': 2.5, 'cluster': [4, 0, 1, 3, 2]}",ice
64ed854c241a11ac32211286,2023-08-02T15:06:42.894Z,20,80.0,"{'male': 0, 'female': 0}",chatting,"{'average': 3.2, 'cluster': [4, 2, 2, 4, 4]}",ice
64ed854c241a11ac32211287,2023-08-02T15:07:43.555Z,20,20.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.0, 'cluster': [0, 0, 0, 2, 0]}",ice
64ed854c241a11ac32211288,2023-08-02T15:08:44.617Z,20,60.0,"{'male': 0, 'female': 0}",chatting,"{'average': 3.0, 'cluster': [0, 2, 2, 4, 4]}",ice
64ed854c241a11ac32211289,2023-08-02T15:09:45.098Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854c241a11ac3221128a,2023-08-02T15:10:46.127Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854c241a11ac3221128b,2023-08-02T15:11:47.028Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854c241a11ac3221128c,2023-08-02T15:12:47.539Z,20,20.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.0, 'cluster': [0, 2, 0, 0, 0]}",ice
64ed854c241a11ac3221128d,2023-08-02T15:13:48.192Z,20,20.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.0, 'cluster': [0, 2, 0, 0, 0]}",ice
64ed854c241a11ac3221128e,2023-08-02T15:14:49.468Z,20,20.0,"{'male': 0.0, 'female': 100.0}",chatting,"{'average': 2.0, 'cluster': [0, 2, 0, 0, 0]}",ice
64ed854c241a11ac3221128f,2023-08-02T15:15:50.182Z,20,20.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.0, 'cluster': [0, 2, 0, 0, 0]}",ice
64ed854d241a11ac32211290,2023-08-02T15:16:51.155Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac32211291,2023-08-02T15:17:51.650Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac32211292,2023-08-02T15:18:52.850Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac32211293,2023-08-02T15:19:53.731Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac32211294,2023-08-02T15:20:54.321Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac32211295,2023-08-02T15:21:55.205Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac32211296,2023-08-02T15:22:56.276Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac32211297,2023-08-02T15:23:56.887Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0, 0, 0]}",ice
64ed854d241a11ac32211298,2023-08-02T15:24:58.019Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac32211299,2023-08-02T15:25:58.593Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac3221129a,2023-08-02T15:26:59.722Z,20,40.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.4, 'cluster': [1, 2, 2, 3, 4]}",ice
64ed854d241a11ac3221129b,2023-08-02T15:28:00.202Z,20,60.0,"{'male': 0.0, 'female': 100.0}",chatting,"{'average': 2.33, 'cluster': [3, 2, 2, 0, 0]}",ice
64ed854d241a11ac3221129c,2023-08-02T15:29:01.194Z,20,60.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.0, 'cluster': [1, 2, 2, 1, 4]}",ice
64ed854d241a11ac3221129d,2023-08-02T15:30:02.079Z,20,40.0,"{'male': 0.0, 'female': 100.0}",chatting,"{'average': 2.67, 'cluster': [4, 2, 2, 0, 0]}",ice
64ed854d241a11ac3221129e,2023-08-02T15:31:02.700Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac3221129f,2023-08-02T15:32:03.358Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac322112a0,2023-08-02T15:33:04.488Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac322112a1,2023-08-02T15:34:04.795Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac322112a2,2023-08-02T15:35:05.907Z,20,0.0,"{'male': 0, 'female': 0}",chatting,"{'average': 0, 'cluster': [0, 0, 0, 0, 0]}",ice
64ed854d241a11ac322112a3,2023-08-02T16:37:20.361Z,20,100.0,"{'male': 25.0, 'female': 75.0}",chatting,"{'average': 3.33, 'cluster': [4, 4, 2]}",ice
64ed854d241a11ac322112a4,2023-08-02T16:38:21.904Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.0, 'cluster': [2, 3, 1]}",ice
64ed854d241a11ac322112a5,2023-08-02T16:39:23.124Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 2.5, 'cluster': [2, 3, 0]}",ice
64ed854d241a11ac322112a6,2023-08-02T16:40:24.304Z,20,66.67,"{'male': 50.0, 'female': 50.0}",chatting,"{'average': 4.0, 'cluster': [4, 4, 0]}",ice
64ed854d241a11ac322112a7,2023-08-02T16:41:25.776Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 2.5, 'cluster': [2, 3, 0]}",ice
64ed854d241a11ac322112a8,2023-08-02T16:42:26.608Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 2.5, 'cluster': [2, 3, 0]}",ice
64ed854d241a11ac322112a9,2023-08-02T16:43:28.066Z,20,66.67,"{'male': 50.0, 'female': 50.0}",chatting,"{'average': 3.5, 'cluster': [3, 4, 0]}",ice
64ed854d241a11ac322112aa,2023-08-02T16:44:29.103Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 2.5, 'cluster': [2, 3, 0]}",ice
64ed854d241a11ac322112ab,2023-08-02T16:45:30.267Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.33, 'cluster': [2, 4, 1]}",ice
64ed854d241a11ac322112ac,2023-08-02T16:46:31.453Z,20,100.0,"{'male': 50.0, 'female': 50.0}",chatting,"{'average': 3.0, 'cluster': [4, 3, 2]}",ice
64ed854d241a11ac322112ad,2023-08-02T16:47:32.670Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 3.0, 'cluster': [2, 4, 0]}",ice
64ed854d241a11ac322112ae,2023-08-02T16:48:33.538Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 2.0, 'cluster': [2, 3, 1]}",ice
64ed854d241a11ac322112af,2023-08-02T16:49:35.702Z,20,66.67,"{'male': 60.0, 'female': 40.0}",chatting,"{'average': 4.0, 'cluster': [4, 4, 0]}",ice
64ed854d241a11ac322112b0,2023-08-02T16:50:36.681Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 2.5, 'cluster': [2, 3, 0]}",ice
64ed854d241a11ac322112b1,2023-08-02T17:07:59.084Z,20,100.0,"{'male': 100.0, 'female': 0.0}",chatting,"{'average': 2.67, 'cluster': [3, 4, 1]}",ice
64ed854d241a11ac322112b2,2023-08-02T17:08:59.889Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 3.67, 'cluster': [4, 3, 4]}",ice
64ed854d241a11ac322112b3,2023-08-02T17:10:00.688Z,20,100.0,"{'male': 50.0, 'female': 50.0}",chatting,"{'average': 2.67, 'cluster': [2, 4, 2]}",ice
64ed854d241a11ac322112b4,2023-08-02T17:11:01.776Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.67, 'cluster': [1, 4, 3]}",ice
64ed854d241a11ac322112b5,2023-08-02T17:12:02.757Z,20,66.67,"{'male': 25.0, 'female': 75.0}",chatting,"{'average': 3.0, 'cluster': [4, 4, 1]}",ice
64ed854d241a11ac322112b6,2023-08-02T17:13:03.472Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.0, 'cluster': [2, 3, 1]}",ice
64ed854d241a11ac322112b7,2023-08-02T17:14:04.331Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 4.0, 'cluster': [4, 4, 4]}",ice
64ed854d241a11ac322112b8,2023-08-02T17:15:05.211Z,20,100.0,"{'male': 25.0, 'female': 75.0}",chatting,"{'average': 3.0, 'cluster': [4, 4, 1]}",ice
64ed854d241a11ac322112b9,2023-08-02T17:16:05.921Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 3.67, 'cluster': [4, 4, 3]}",ice
64ed854d241a11ac322112ba,2023-08-02T17:17:06.932Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.67, 'cluster': [2, 4, 2]}",ice
64ed854d241a11ac322112bb,2023-08-02T17:18:07.812Z,20,100.0,"{'male': 50.0, 'female': 50.0}",chatting,"{'average': 3.0, 'cluster': [4, 4, 1]}",ice
64ed854d241a11ac322112bc,2023-08-02T17:19:08.401Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 3.0, 'cluster': [4, 4, 1]}",ice
64ed854d241a11ac322112bd,2023-08-02T17:20:09.184Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 3.0, 'cluster': [4, 4, 1]}",ice
64ed854d241a11ac322112be,2023-08-02T17:21:09.748Z,20,100.0,"{'male': 50.0, 'female': 50.0}",chatting,"{'average': 3.0, 'cluster': [4, 4, 1]}",ice
64ed854d241a11ac322112bf,2023-08-02T17:22:10.711Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 3.0, 'cluster': [4, 4, 1]}",ice
64ed854d241a11ac322112c0,2023-08-02T17:23:11.563Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 3.0, 'cluster': [4, 2, 3]}",ice
64ed854d241a11ac322112c1,2023-08-02T17:24:12.346Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 1.67, 'cluster': [1, 1, 3]}",ice
64ed854d241a11ac322112c2,2023-08-02T17:25:13.210Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854d241a11ac322112c3,2023-08-02T17:26:14.157Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854d241a11ac322112c4,2023-08-02T17:27:14.911Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854d241a11ac322112c5,2023-08-02T17:28:15.503Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854d241a11ac322112c6,2023-08-02T17:29:16.296Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854d241a11ac322112c7,2023-08-02T17:30:17.277Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854d241a11ac322112c8,2023-08-03T10:35:13.324Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854d241a11ac322112c9,2023-08-03T10:36:13.957Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112ca,2023-08-03T10:37:14.838Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112cb,2023-08-03T10:38:15.191Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112cc,2023-08-03T10:39:16.022Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112cd,2023-08-03T10:40:16.313Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112ce,2023-08-03T10:41:16.700Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112cf,2023-08-03T10:42:17.294Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112d0,2023-08-03T10:43:18.241Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112d1,2023-08-03T10:44:18.407Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112d2,2023-08-03T10:45:19.469Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112d3,2023-08-03T10:46:19.836Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112d4,2023-08-03T10:47:20.337Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112d5,2023-08-03T10:48:21.176Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112d6,2023-08-03T10:49:21.756Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112d7,2023-08-03T10:50:22.442Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112d8,2023-08-03T10:51:23.266Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854d241a11ac322112d9,2023-08-03T10:52:23.986Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854d241a11ac322112da,2023-08-03T10:53:24.506Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854d241a11ac322112db,2023-08-03T10:54:25.035Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854e241a11ac322112dc,2023-08-03T10:55:25.421Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854e241a11ac322112dd,2023-08-03T10:56:25.966Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854e241a11ac322112de,2023-08-03T10:57:26.415Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 3.0, 'cluster': [4, 3, 2]}",ice
64ed854e241a11ac322112df,2023-08-03T10:58:27.345Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854e241a11ac322112e0,2023-08-03T10:59:28.037Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.5, 'cluster': [2, 1, 0]}",ice
64ed854e241a11ac322112e1,2023-08-03T11:00:28.604Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 3.0, 'cluster': [2, 4, 3]}",ice
64ed854e241a11ac322112e2,2023-08-03T11:01:29.494Z,20,33.33,"{'male': 0.0, 'female': 100.0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 1]}",ice
64ed854e241a11ac322112e3,2023-08-03T11:02:30.105Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854e241a11ac322112e4,2023-08-03T11:03:31.145Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 1]}",ice
64ed854e241a11ac322112e5,2023-08-03T11:04:31.573Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854e241a11ac322112e6,2023-08-03T11:05:32.681Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854e241a11ac322112e7,2023-08-03T11:06:33.521Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854e241a11ac322112e8,2023-08-03T11:07:34.284Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854e241a11ac322112e9,2023-08-03T11:08:34.757Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854e241a11ac322112ea,2023-08-03T11:09:35.315Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854e241a11ac322112eb,2023-08-03T11:10:36.344Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 3.33, 'cluster': [3, 3, 4]}",ice
64ed854e241a11ac322112ec,2023-08-03T11:11:36.944Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 1]}",ice
64ed854e241a11ac322112ed,2023-08-03T11:12:37.557Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.5, 'cluster': [0, 1, 2]}",ice
64ed854e241a11ac322112ee,2023-08-03T11:13:38.498Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 3.67, 'cluster': [4, 4, 3]}",ice
64ed854e241a11ac322112ef,2023-08-03T11:14:39.458Z,20,100.0,"{'male': 0.0, 'female': 100.0}",chatting,"{'average': 4.0, 'cluster': [4, 4, 4]}",ice
64ed854e241a11ac322112f0,2023-08-03T11:15:40.153Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 1.67, 'cluster': [1, 1, 3]}",ice
64ed854e241a11ac322112f1,2023-08-03T11:16:41.213Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.0, 'cluster': [1, 1, 4]}",ice
64ed854e241a11ac322112f2,2023-08-03T11:17:41.867Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 2.0, 'cluster': [1, 1, 4]}",ice
64ed854e241a11ac322112f3,2023-08-03T11:18:42.666Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 2.0, 'cluster': [1, 1, 4]}",ice
64ed854e241a11ac322112f4,2023-08-03T11:19:43.406Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 1]}",ice
64ed854e241a11ac322112f5,2023-08-03T11:20:44.336Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.5, 'cluster': [0, 1, 2]}",ice
64ed854e241a11ac322112f6,2023-08-03T11:21:44.986Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 1]}",ice
64ed854e241a11ac322112f7,2023-08-03T11:22:46.036Z,20,33.33,"{'male': 0.0, 'female': 100.0}",chatting,"{'average': 3.67, 'cluster': [4, 3, 4]}",ice
64ed854e241a11ac322112f8,2023-08-03T11:23:46.699Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 2.33, 'cluster': [3, 2, 2]}",ice
64ed854e241a11ac322112f9,2023-08-03T11:24:47.674Z,20,33.33,"{'male': 0.0, 'female': 100.0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 1]}",ice
64ed854e241a11ac322112fa,2023-08-03T11:25:48.477Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 0]}",ice
64ed854e241a11ac322112fb,2023-08-03T11:26:48.861Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [1, 1, 1]}",ice
64ed854e241a11ac322112fc,2023-08-03T11:27:49.500Z,20,33.33,"{'male': 0.0, 'female': 100.0}",chatting,"{'average': 1.5, 'cluster': [0, 1, 2]}",ice
64ed854e241a11ac322112fd,2023-08-03T11:28:50.415Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 3.67, 'cluster': [4, 4, 3]}",ice
64ed854e241a11ac322112fe,2023-08-03T11:29:50.985Z,20,33.33,"{'male': 0.0, 'female': 100.0}",chatting,"{'average': 3.33, 'cluster': [3, 3, 4]}",ice
64ed854e241a11ac322112ff,2023-08-03T11:30:51.671Z,20,66.67,"{'male': 0, 'female': 0}",chatting,"{'average': 2.0, 'cluster': [1, 1, 4]}",ice
64ed854e241a11ac32211300,2023-08-03T11:31:52.347Z,20,100.0,"{'male': 0, 'female': 0}",chatting,"{'average': 4.0, 'cluster': [4, 4, 4]}",ice
64ed854e241a11ac32211301,2023-08-03T11:32:52.901Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854e241a11ac32211302,2023-08-03T11:33:53.867Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 0]}",ice
64ed854e241a11ac32211303,2023-08-03T11:34:54.542Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 2.0, 'cluster': [2, 2, 0]}",ice
64ed854e241a11ac32211304,2023-08-03T11:35:55.456Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 1.0, 'cluster': [0, 1, 1]}",ice
64ed854e241a11ac32211305,2023-08-03T11:36:55.863Z,20,33.33,"{'male': 0, 'female': 0}",chatting,"{'average': 2.67, 'cluster': [3, 3, 2]}",ice
